id,source_object,target_object,source_row_count,target_row_count,load_status,severity,phase,error_message,created_at
881,SERVICES_0880,TGT_SERVICES_0880,9497,9222,warning,info,Validate,,2026-01-21 13:21:05
882,AUDITS_0881,TGT_AUDITS_0881,84407,77151,pending,info,Validate,,2026-01-21 13:21:05
883,BRANCHES_0882,TGT_BRANCHES_0882,10053,9812,running,info,Load,,2026-01-21 13:21:05
884,SCHEDULES_0883,TGT_SCHEDULES_0883,91943,91943,completed,info,Reconcile,,2026-01-21 13:21:05
885,PRODUCTS_0884,TGT_PRODUCTS_0884,52177,47269,warning,critical,Validate,,2026-01-21 13:21:05
886,ACCOUNTS_0885,TGT_ACCOUNTS_0885,61673,61599,running,info,Reconcile,,2026-01-21 13:21:05
887,LOANS_0886,TGT_LOANS_0886,15941,14642,failed,high,Load,,2026-01-21 13:21:05
888,CUSTOMERS_0887,TGT_CUSTOMERS_0887,9093,9093,completed,info,Validate,,2026-01-21 13:21:05
889,CARDS_0888,TGT_CARDS_0888,97356,97356,completed,info,Extract,,2026-01-21 13:21:05
890,ANACUSTOMER_0889,TGT_ANACUSTOMER_0889,6156,6146,failed,low,Transform,,2026-01-21 13:21:05
891,PRODUCTS_0890,TGT_PRODUCTS_0890,83155,83155,completed,info,Transform,,2026-01-21 13:21:05
892,CUSTOMERS_0891,TGT_CUSTOMERS_0891,93479,93479,completed,info,Transform,,2026-01-21 13:21:05
893,CONFIGS_0892,TGT_CONFIGS_0892,5945,5945,completed,info,Extract,,2026-01-21 13:21:05
894,TRANSFERS_0893,TGT_TRANSFERS_0893,6375,6375,completed,info,Validate,,2026-01-21 13:21:05
895,BATCHES_0894,TGT_BATCHES_0894,5021,5021,completed,info,Reconcile,,2026-01-21 13:21:05
896,REPORTS_0895,TGT_REPORTS_0895,79026,79026,completed,info,Validate,,2026-01-21 13:21:05
897,PRODUCTS_0896,TGT_PRODUCTS_0896,96910,94041,pending,info,Extract,,2026-01-21 13:21:05
898,PRODUCTS_0897,TGT_PRODUCTS_0897,41681,39904,running,info,Extract,,2026-01-21 13:21:05
899,PRODUCTS_0898,TGT_PRODUCTS_0898,59478,53580,running,info,Load,,2026-01-21 13:21:05
900,ALERTS_0899,TGT_ALERTS_0899,54143,54143,completed,info,Reconcile,,2026-01-21 13:21:05
901,ANAMBANK_0900,TGT_ANAMBANK_0900,26054,25074,pending,info,Validate,,2026-01-21 13:21:05
902,SCHEDULES_0901,TGT_SCHEDULES_0901,94678,89975,warning,info,Load,Row count mismatch after transformation,2026-01-21 13:21:05
903,CARDS_0902,TGT_CARDS_0902,69511,69511,completed,info,Load,,2026-01-21 13:21:05
904,LOGS_0903,TGT_LOGS_0903,36608,36608,completed,info,Transform,,2026-01-21 13:21:05
905,LOANS_0904,TGT_LOANS_0904,61271,61271,completed,info,Load,,2026-01-21 13:21:05
906,BATCHES_0905,TGT_BATCHES_0905,36513,34355,failed,high,Validate,,2026-01-21 13:21:05
907,CUSTOMERS_0906,TGT_CUSTOMERS_0906,64804,58687,failed,medium,Load,Duplicate key error during load,2026-01-21 13:21:05
908,ANAMBANK_0907,TGT_ANAMBANK_0907,91765,85836,failed,info,Load,Duplicate key error during load,2026-01-21 13:21:05
909,LOGS_0908,TGT_LOGS_0908,56657,56657,completed,info,Extract,,2026-01-21 13:21:05
910,SERVICES_0909,TGT_SERVICES_0909,45443,43346,pending,info,Reconcile,,2026-01-21 13:21:05
911,TRANSFERS_0910,TGT_TRANSFERS_0910,50898,50898,completed,info,Load,,2026-01-21 13:21:05
912,NOTIFICATIONS_0911,TGT_NOTIFICATIONS_0911,82537,77340,pending,info,Load,,2026-01-21 13:21:05
913,TRANSACTIONS_0912,TGT_TRANSACTIONS_0912,72487,72487,completed,info,Transform,,2026-01-21 13:21:05
914,ACCOUNTS_0913,TGT_ACCOUNTS_0913,50975,48760,running,info,Validate,,2026-01-21 13:21:05
915,ANACUSTOMER_0914,TGT_ANACUSTOMER_0914,74556,74433,pending,info,Validate,,2026-01-21 13:21:05
916,LOGS_0915,TGT_LOGS_0915,59555,54754,running,info,Load,,2026-01-21 13:21:05
917,ACCOUNTS_0916,TGT_ACCOUNTS_0916,7213,7040,running,info,Load,,2026-01-21 13:21:05
918,ANAMBANK_0917,TGT_ANAMBANK_0917,47365,46853,failed,low,Extract,Duplicate key error during load,2026-01-21 13:21:05
919,BATCHES_0918,TGT_BATCHES_0918,37595,37424,failed,info,Load,Invalid date format encountered,2026-01-21 13:21:05
920,TRANSACTIONS_0919,TGT_TRANSACTIONS_0919,36929,36929,completed,info,Transform,,2026-01-21 13:21:05
921,REPORTS_0920,TGT_REPORTS_0920,27020,27020,completed,info,Load,,2026-01-21 13:21:05
922,DOCUMENTS_0921,TGT_DOCUMENTS_0921,84513,81206,pending,info,Reconcile,,2026-01-21 13:21:05
923,TRANSACTIONS_0922,TGT_TRANSACTIONS_0922,44737,40481,running,info,Reconcile,,2026-01-21 13:21:05
924,DEPOSITS_0923,TGT_DEPOSITS_0923,82946,82946,completed,info,Load,,2026-01-21 13:21:05
925,DOCUMENTS_0924,TGT_DOCUMENTS_0924,21479,21310,failed,medium,Transform,Foreign key constraint violation,2026-01-21 13:21:05
926,ACCOUNTS_0925,TGT_ACCOUNTS_0925,42641,39464,failed,info,Load,Invalid date format encountered,2026-01-21 13:21:05
927,CONTRACTS_0926,TGT_CONTRACTS_0926,63979,63382,running,info,Reconcile,,2026-01-21 13:21:05
928,SERVICES_0927,TGT_SERVICES_0927,83977,77729,failed,info,Extract,,2026-01-21 13:21:05
929,NOTIFICATIONS_0928,TGT_NOTIFICATIONS_0928,21506,21228,pending,info,Reconcile,,2026-01-21 13:21:05
930,CONTRACTS_0929,TGT_CONTRACTS_0929,4240,3915,failed,low,Load,Maximum column length exceeded,2026-01-21 13:21:05
931,PRODUCTS_0930,TGT_PRODUCTS_0930,28265,28265,completed,info,Validate,,2026-01-21 13:21:05
932,SCHEDULES_0931,TGT_SCHEDULES_0931,77271,76377,running,info,Load,,2026-01-21 13:21:05
933,LOGS_0932,TGT_LOGS_0932,55487,53788,warning,critical,Extract,Row count mismatch after transformation,2026-01-21 13:21:05
934,CARDS_0933,TGT_CARDS_0933,47594,47594,completed,info,Transform,,2026-01-21 13:21:05
935,TRANSACTIONS_0934,TGT_TRANSACTIONS_0934,38612,37214,running,info,Extract,,2026-01-21 13:21:05
936,ANACUSTOMER_0935,TGT_ANACUSTOMER_0935,48296,46167,running,info,Reconcile,,2026-01-21 13:21:05
937,DOCUMENTS_0936,TGT_DOCUMENTS_0936,96976,92805,failed,info,Validate,Data type mismatch in column transformation,2026-01-21 13:21:05
938,BATCHES_0937,TGT_BATCHES_0937,75720,75720,completed,info,Reconcile,,2026-01-21 13:21:05
939,TRANSACTIONS_0938,TGT_TRANSACTIONS_0938,75127,75127,completed,info,Transform,,2026-01-21 13:21:05
940,CONFIGS_0939,TGT_CONFIGS_0939,30818,27820,running,info,Validate,,2026-01-21 13:21:05
941,ANACUSTOMER_0940,TGT_ANACUSTOMER_0940,94127,94127,completed,info,Reconcile,,2026-01-21 13:21:05
942,TRANSACTIONS_0941,TGT_TRANSACTIONS_0941,33407,32166,pending,info,Reconcile,,2026-01-21 13:21:05
943,SCHEDULES_0942,TGT_SCHEDULES_0942,53273,52868,running,info,Validate,,2026-01-21 13:21:05
944,SCHEDULES_0943,TGT_SCHEDULES_0943,73648,66457,running,info,Reconcile,,2026-01-21 13:21:05
945,REPORTS_0944,TGT_REPORTS_0944,19074,19047,failed,medium,Extract,,2026-01-21 13:21:05
946,CUSTOMERS_0945,TGT_CUSTOMERS_0945,87983,84291,warning,high,Load,Maximum column length exceeded,2026-01-21 13:21:05
947,DOCUMENTS_0946,TGT_DOCUMENTS_0946,85606,85606,completed,info,Transform,,2026-01-21 13:21:05
948,LOANS_0947,TGT_LOANS_0947,74705,68217,warning,info,Transform,,2026-01-21 13:21:05
949,LOGS_0948,TGT_LOGS_0948,50815,50815,completed,info,Extract,,2026-01-21 13:21:05
950,SERVICES_0949,TGT_SERVICES_0949,29,28,running,info,Extract,,2026-01-21 13:21:05
951,ALERTS_0950,TGT_ALERTS_0950,37034,33805,failed,high,Reconcile,Row count mismatch after transformation,2026-01-21 13:21:05
952,ANAMBANK_0951,TGT_ANAMBANK_0951,72364,68372,warning,low,Validate,Invalid date format encountered,2026-01-21 13:21:05
953,CONFIGS_0952,TGT_CONFIGS_0952,94730,90966,warning,medium,Extract,,2026-01-21 13:21:05
954,SERVICES_0953,TGT_SERVICES_0953,57161,57161,completed,info,Extract,,2026-01-21 13:21:05
955,BATCHES_0954,TGT_BATCHES_0954,21898,21898,completed,info,Extract,,2026-01-21 13:21:05
956,ANAMBANK_0955,TGT_ANAMBANK_0955,49942,49942,completed,info,Reconcile,,2026-01-21 13:21:05
957,ACCOUNTS_0956,TGT_ACCOUNTS_0956,7467,7467,completed,info,Load,,2026-01-21 13:21:05
958,DOCUMENTS_0957,TGT_DOCUMENTS_0957,21511,20495,warning,info,Extract,Null value in non-nullable column,2026-01-21 13:21:05
959,PRODUCTS_0958,TGT_PRODUCTS_0958,5212,4985,failed,info,Transform,Data type mismatch in column transformation,2026-01-21 13:21:05
960,PAYMENTS_0959,TGT_PAYMENTS_0959,19751,17798,running,info,Transform,,2026-01-21 13:21:05
961,DOCUMENTS_0960,TGT_DOCUMENTS_0960,96487,96487,completed,info,Transform,,2026-01-21 13:21:05
962,TRANSACTIONS_0961,TGT_TRANSACTIONS_0961,59997,59997,completed,info,Transform,,2026-01-21 13:21:05
963,LOGS_0962,TGT_LOGS_0962,73253,69129,running,info,Reconcile,,2026-01-21 13:21:05
964,CARDS_0963,TGT_CARDS_0963,63806,63806,completed,info,Transform,,2026-01-21 13:21:05
965,ALERTS_0964,TGT_ALERTS_0964,93243,87889,warning,medium,Validate,Duplicate key error during load,2026-01-21 13:21:05
966,CONFIGS_0965,TGT_CONFIGS_0965,11369,10791,warning,low,Load,,2026-01-21 13:21:05
967,PRODUCTS_0966,TGT_PRODUCTS_0966,87322,87322,completed,info,Validate,,2026-01-21 13:21:05
968,AUDITS_0967,TGT_AUDITS_0967,3128,2917,pending,info,Validate,,2026-01-21 13:21:05
969,BATCHES_0968,TGT_BATCHES_0968,96095,92597,running,info,Extract,,2026-01-21 13:21:05
970,NOTIFICATIONS_0969,TGT_NOTIFICATIONS_0969,34266,32275,warning,info,Load,Row count mismatch after transformation,2026-01-21 13:21:05
971,DOCUMENTS_0970,TGT_DOCUMENTS_0970,89627,81585,warning,low,Extract,Row count mismatch after transformation,2026-01-21 13:21:05
972,TRANSACTIONS_0971,TGT_TRANSACTIONS_0971,35393,35393,completed,info,Validate,,2026-01-21 13:21:05
973,LOGS_0972,TGT_LOGS_0972,35984,32471,failed,high,Extract,,2026-01-21 13:21:05
974,TRANSACTIONS_0973,TGT_TRANSACTIONS_0973,53078,48766,pending,info,Extract,,2026-01-21 13:21:05
975,CONFIGS_0974,TGT_CONFIGS_0974,64384,64384,completed,info,Load,,2026-01-21 13:21:05
976,PAYMENTS_0975,TGT_PAYMENTS_0975,91707,91707,completed,info,Transform,,2026-01-21 13:21:05
977,CARDS_0976,TGT_CARDS_0976,11080,11075,failed,medium,Reconcile,Duplicate key error during load,2026-01-21 13:21:05
978,REPORTS_0977,TGT_REPORTS_0977,91703,91703,completed,info,Reconcile,,2026-01-21 13:21:05
979,LOANS_0978,TGT_LOANS_0978,14527,14527,completed,info,Load,,2026-01-21 13:21:05
980,REPORTS_0979,TGT_REPORTS_0979,74699,69458,pending,info,Validate,,2026-01-21 13:21:05
981,DOCUMENTS_0980,TGT_DOCUMENTS_0980,382,382,completed,info,Transform,,2026-01-21 13:21:05
982,CONTRACTS_0981,TGT_CONTRACTS_0981,97407,97407,completed,info,Reconcile,,2026-01-21 13:21:05
983,SERVICES_0982,TGT_SERVICES_0982,95202,88302,warning,high,Extract,,2026-01-21 13:21:05
984,SCHEDULES_0983,TGT_SCHEDULES_0983,98083,98083,completed,info,Load,,2026-01-21 13:21:05
985,LOANS_0984,TGT_LOANS_0984,6216,5917,running,info,Reconcile,,2026-01-21 13:21:05
986,ANAMBANK_0985,TGT_ANAMBANK_0985,89903,89641,running,info,Validate,,2026-01-21 13:21:05
987,PAYMENTS_0986,TGT_PAYMENTS_0986,96654,94624,running,info,Load,,2026-01-21 13:21:05
988,ACCOUNTS_0987,TGT_ACCOUNTS_0987,7550,7550,completed,info,Reconcile,,2026-01-21 13:21:05
989,ALERTS_0988,TGT_ALERTS_0988,26126,26126,completed,info,Transform,,2026-01-21 13:21:05
990,ACCOUNTS_0989,TGT_ACCOUNTS_0989,70060,70060,completed,info,Validate,,2026-01-21 13:21:05
991,CONTRACTS_0990,TGT_CONTRACTS_0990,5633,5256,running,info,Reconcile,,2026-01-21 13:21:05
992,EMPLOYEES_0991,TGT_EMPLOYEES_0991,58219,58219,completed,info,Reconcile,,2026-01-21 13:21:05
993,ANAMBANK_0992,TGT_ANAMBANK_0992,10287,10287,completed,info,Extract,,2026-01-21 13:21:05
994,DOCUMENTS_0993,TGT_DOCUMENTS_0993,76703,76703,completed,info,Load,,2026-01-21 13:21:05
995,CONTRACTS_0994,TGT_CONTRACTS_0994,11461,10738,running,info,Reconcile,,2026-01-21 13:21:05
996,CUSTOMERS_0995,TGT_CUSTOMERS_0995,11306,11306,completed,info,Validate,,2026-01-21 13:21:05
997,ANACUSTOMER_0996,TGT_ANACUSTOMER_0996,87161,87161,completed,info,Transform,,2026-01-21 13:21:05
998,CUSTOMERS_0997,TGT_CUSTOMERS_0997,45406,42724,running,info,Extract,,2026-01-21 13:21:05
999,NOTIFICATIONS_0998,TGT_NOTIFICATIONS_0998,1644,1551,failed,critical,Transform,Data type mismatch in column transformation,2026-01-21 13:21:05
1000,DOCUMENTS_0999,TGT_DOCUMENTS_0999,5214,5214,completed,info,Transform,,2026-01-21 13:21:05
1001,BATCHES_1000,TGT_BATCHES_1000,59138,59138,completed,info,Transform,,2026-01-21 13:21:05
1002,REPORTS_1001,TGT_REPORTS_1001,65030,58615,failed,critical,Reconcile,,2026-01-21 13:21:05
1003,ANAMBANK_1002,TGT_ANAMBANK_1002,95581,95581,completed,info,Extract,,2026-01-21 13:21:05
1004,BRANCHES_1003,TGT_BRANCHES_1003,46809,45397,failed,high,Reconcile,,2026-01-21 13:21:05
1005,CONTRACTS_1004,TGT_CONTRACTS_1004,1490,1490,completed,info,Reconcile,,2026-01-21 13:21:05
1006,AUDITS_1005,TGT_AUDITS_1005,7010,6943,failed,critical,Load,Null value in non-nullable column,2026-01-21 13:21:05
1007,ANACUSTOMER_1006,TGT_ANACUSTOMER_1006,51579,51579,completed,info,Extract,,2026-01-21 13:21:05
1008,AUDITS_1007,TGT_AUDITS_1007,34522,32954,failed,info,Extract,,2026-01-21 13:21:05
1009,NOTIFICATIONS_1008,TGT_NOTIFICATIONS_1008,57318,57318,completed,info,Extract,,2026-01-21 13:21:05
1010,DEPOSITS_1009,TGT_DEPOSITS_1009,98080,98080,completed,info,Extract,,2026-01-21 13:21:05
1011,TRANSFERS_1010,TGT_TRANSFERS_1010,30834,30032,pending,info,Load,,2026-01-21 13:21:05
1012,DEPOSITS_1011,TGT_DEPOSITS_1011,90098,90098,completed,info,Reconcile,,2026-01-21 13:21:05
1013,AUDITS_1012,TGT_AUDITS_1012,81225,81225,completed,info,Extract,,2026-01-21 13:21:05
1014,BRANCHES_1013,TGT_BRANCHES_1013,47641,46400,warning,info,Validate,Duplicate key error during load,2026-01-21 13:21:05
1015,CARDS_1014,TGT_CARDS_1014,73456,71759,failed,info,Validate,Invalid date format encountered,2026-01-21 13:21:05
1016,PRODUCTS_1015,TGT_PRODUCTS_1015,74373,67809,warning,critical,Transform,,2026-01-21 13:21:05
1017,SCHEDULES_1016,TGT_SCHEDULES_1016,87094,87094,completed,info,Load,,2026-01-21 13:21:05
1018,LOANS_1017,TGT_LOANS_1017,51689,50055,pending,info,Load,,2026-01-21 13:21:05
1019,SCHEDULES_1018,TGT_SCHEDULES_1018,93128,93128,completed,info,Load,,2026-01-21 13:21:05
1020,BRANCHES_1019,TGT_BRANCHES_1019,44325,44325,completed,info,Reconcile,,2026-01-21 13:21:05
1021,LOANS_1020,TGT_LOANS_1020,77795,77795,completed,info,Transform,,2026-01-21 13:21:05
1022,SERVICES_1021,TGT_SERVICES_1021,63683,58313,failed,critical,Transform,Duplicate key error during load,2026-01-21 13:21:05
1023,LOGS_1022,TGT_LOGS_1022,14338,14338,completed,info,Load,,2026-01-21 13:21:05
1024,BATCHES_1023,TGT_BATCHES_1023,29102,26270,failed,medium,Validate,Null value in non-nullable column,2026-01-21 13:21:05
1025,ANACUSTOMER_1024,TGT_ANACUSTOMER_1024,19050,19050,completed,info,Transform,,2026-01-21 13:21:05
1026,TRANSFERS_1025,TGT_TRANSFERS_1025,73098,69997,running,info,Reconcile,,2026-01-21 13:21:05
1027,AUDITS_1026,TGT_AUDITS_1026,62455,62455,completed,info,Reconcile,,2026-01-21 13:21:05
1028,REPORTS_1027,TGT_REPORTS_1027,75950,75950,completed,info,Extract,,2026-01-21 13:21:05
1029,PRODUCTS_1028,TGT_PRODUCTS_1028,32787,31514,pending,info,Load,,2026-01-21 13:21:05
1030,DOCUMENTS_1029,TGT_DOCUMENTS_1029,97683,89829,warning,low,Transform,Null value in non-nullable column,2026-01-21 13:21:05
1031,ANAMBANK_1030,TGT_ANAMBANK_1030,67174,65832,pending,info,Reconcile,,2026-01-21 13:21:05
1032,AUDITS_1031,TGT_AUDITS_1031,51147,48290,running,info,Transform,,2026-01-21 13:21:05
1033,NOTIFICATIONS_1032,TGT_NOTIFICATIONS_1032,19758,19211,warning,medium,Reconcile,,2026-01-21 13:21:05
1034,EMPLOYEES_1033,TGT_EMPLOYEES_1033,80045,76275,warning,low,Load,Data type mismatch in column transformation,2026-01-21 13:21:05
1035,EMPLOYEES_1034,TGT_EMPLOYEES_1034,64470,64470,completed,info,Extract,,2026-01-21 13:21:05
1036,REPORTS_1035,TGT_REPORTS_1035,55768,55768,completed,info,Reconcile,,2026-01-21 13:21:05
1037,CARDS_1036,TGT_CARDS_1036,44726,42796,warning,info,Reconcile,,2026-01-21 13:21:05
1038,SCHEDULES_1037,TGT_SCHEDULES_1037,27501,25510,running,info,Extract,,2026-01-21 13:21:05
1039,BATCHES_1038,TGT_BATCHES_1038,17236,16919,warning,medium,Transform,,2026-01-21 13:21:05
1040,LOGS_1039,TGT_LOGS_1039,17992,17992,completed,info,Validate,,2026-01-21 13:21:05
1041,BATCHES_1040,TGT_BATCHES_1040,8625,8340,failed,high,Reconcile,Data type mismatch in column transformation,2026-01-21 13:21:05
1042,NOTIFICATIONS_1041,TGT_NOTIFICATIONS_1041,74693,74693,completed,info,Extract,,2026-01-21 13:21:05
1043,DOCUMENTS_1042,TGT_DOCUMENTS_1042,92314,83414,pending,info,Transform,,2026-01-21 13:21:05
1044,AUDITS_1043,TGT_AUDITS_1043,96150,89780,failed,low,Transform,Duplicate key error during load,2026-01-21 13:21:05
1045,REPORTS_1044,TGT_REPORTS_1044,82948,76402,running,info,Extract,,2026-01-21 13:21:05
1046,CONFIGS_1045,TGT_CONFIGS_1045,85284,83930,pending,info,Reconcile,,2026-01-21 13:21:05
1047,AUDITS_1046,TGT_AUDITS_1046,26261,26261,completed,info,Transform,,2026-01-21 13:21:05
1048,LOANS_1047,TGT_LOANS_1047,64426,64426,completed,info,Transform,,2026-01-21 13:21:05
1049,DEPOSITS_1048,TGT_DEPOSITS_1048,6527,6354,warning,medium,Transform,,2026-01-21 13:21:05
1050,ANACUSTOMER_1049,TGT_ANACUSTOMER_1049,79144,71548,failed,medium,Transform,,2026-01-21 13:21:05
1051,ANAMBANK_1050,TGT_ANAMBANK_1050,4415,4415,completed,info,Extract,,2026-01-21 13:21:05
1052,CARDS_1051,TGT_CARDS_1051,47602,46607,running,info,Validate,,2026-01-21 13:21:05
1053,LOANS_1052,TGT_LOANS_1052,54793,54793,completed,info,Reconcile,,2026-01-21 13:21:05
1054,PRODUCTS_1053,TGT_PRODUCTS_1053,71316,65501,failed,info,Extract,Data type mismatch in column transformation,2026-01-21 13:21:05
1055,EMPLOYEES_1054,TGT_EMPLOYEES_1054,9421,8581,running,info,Extract,,2026-01-21 13:21:05
1056,TRANSFERS_1055,TGT_TRANSFERS_1055,31915,30397,warning,low,Transform,Row count mismatch after transformation,2026-01-21 13:21:05
1057,PRODUCTS_1056,TGT_PRODUCTS_1056,8524,8524,completed,info,Transform,,2026-01-21 13:21:05
1058,PRODUCTS_1057,TGT_PRODUCTS_1057,92085,84441,pending,info,Validate,,2026-01-21 13:21:05
1059,REPORTS_1058,TGT_REPORTS_1058,11058,10657,warning,info,Validate,,2026-01-21 13:21:05
1060,ANAMBANK_1059,TGT_ANAMBANK_1059,94111,87945,pending,info,Extract,,2026-01-21 13:21:05
1061,LOGS_1060,TGT_LOGS_1060,42163,42163,completed,info,Load,,2026-01-21 13:21:05
1062,CONFIGS_1061,TGT_CONFIGS_1061,61381,61381,completed,info,Load,,2026-01-21 13:21:05
1063,CONTRACTS_1062,TGT_CONTRACTS_1062,23717,21882,warning,low,Validate,Connection timeout during data transfer,2026-01-21 13:21:05
1064,BRANCHES_1063,TGT_BRANCHES_1063,98985,89406,running,info,Load,,2026-01-21 13:21:05
1065,SERVICES_1064,TGT_SERVICES_1064,55319,53117,running,info,Validate,,2026-01-21 13:21:05
1066,NOTIFICATIONS_1065,TGT_NOTIFICATIONS_1065,28176,26104,pending,info,Transform,,2026-01-21 13:21:05
1067,CARDS_1066,TGT_CARDS_1066,84138,84138,completed,info,Transform,,2026-01-21 13:21:05
1068,CONFIGS_1067,TGT_CONFIGS_1067,1323,1323,completed,info,Extract,,2026-01-21 13:21:05
1069,SERVICES_1068,TGT_SERVICES_1068,46039,46039,completed,info,Load,,2026-01-21 13:21:05
1070,PRODUCTS_1069,TGT_PRODUCTS_1069,26959,26959,completed,info,Transform,,2026-01-21 13:21:05
1071,REPORTS_1070,TGT_REPORTS_1070,8685,8030,running,info,Validate,,2026-01-21 13:21:05
1072,REPORTS_1071,TGT_REPORTS_1071,80858,80858,completed,info,Validate,,2026-01-21 13:21:05
1073,CONFIGS_1072,TGT_CONFIGS_1072,90671,90671,completed,info,Load,,2026-01-21 13:21:05
1074,LOGS_1073,TGT_LOGS_1073,17947,17488,failed,critical,Validate,Foreign key constraint violation,2026-01-21 13:21:05
1075,SCHEDULES_1074,TGT_SCHEDULES_1074,35948,34759,running,info,Reconcile,,2026-01-21 13:21:05
1076,AUDITS_1075,TGT_AUDITS_1075,65640,65640,completed,info,Reconcile,,2026-01-21 13:21:05
1077,ANACUSTOMER_1076,TGT_ANACUSTOMER_1076,55381,52638,running,info,Extract,,2026-01-21 13:21:05
1078,BRANCHES_1077,TGT_BRANCHES_1077,76747,76747,completed,info,Validate,,2026-01-21 13:21:05
1079,PAYMENTS_1078,TGT_PAYMENTS_1078,64698,64698,completed,info,Validate,,2026-01-21 13:21:05
1080,DOCUMENTS_1079,TGT_DOCUMENTS_1079,80049,77634,running,info,Load,,2026-01-21 13:21:05
1081,SCHEDULES_1080,TGT_SCHEDULES_1080,99208,94527,warning,info,Reconcile,Row count mismatch after transformation,2026-01-21 13:21:05
1082,CARDS_1081,TGT_CARDS_1081,49210,46395,warning,low,Validate,,2026-01-21 13:21:05
1083,SERVICES_1082,TGT_SERVICES_1082,61617,60067,warning,info,Reconcile,Data type mismatch in column transformation,2026-01-21 13:21:05
1084,PAYMENTS_1083,TGT_PAYMENTS_1083,36671,36411,failed,info,Validate,Invalid date format encountered,2026-01-21 13:21:05
1085,NOTIFICATIONS_1084,TGT_NOTIFICATIONS_1084,32610,32610,completed,info,Transform,,2026-01-21 13:21:05
1086,BRANCHES_1085,TGT_BRANCHES_1085,54928,54928,completed,info,Validate,,2026-01-21 13:21:05
1087,ANAMBANK_1086,TGT_ANAMBANK_1086,44481,43990,running,info,Load,,2026-01-21 13:21:05
1088,BATCHES_1087,TGT_BATCHES_1087,44951,41037,running,info,Validate,,2026-01-21 13:21:05
1089,CARDS_1088,TGT_CARDS_1088,99329,99329,completed,info,Reconcile,,2026-01-21 13:21:05
1090,DEPOSITS_1089,TGT_DEPOSITS_1089,14788,14788,completed,info,Reconcile,,2026-01-21 13:21:05
1091,BRANCHES_1090,TGT_BRANCHES_1090,58762,58520,pending,info,Transform,,2026-01-21 13:21:05
1092,PAYMENTS_1091,TGT_PAYMENTS_1091,20962,19996,running,info,Reconcile,,2026-01-21 13:21:05
1093,SCHEDULES_1092,TGT_SCHEDULES_1092,35415,35415,completed,info,Load,,2026-01-21 13:21:05
1094,LOANS_1093,TGT_LOANS_1093,66775,66775,completed,info,Transform,,2026-01-21 13:21:05
1095,ACCOUNTS_1094,TGT_ACCOUNTS_1094,68111,68111,completed,info,Transform,,2026-01-21 13:21:05
1096,SERVICES_1095,TGT_SERVICES_1095,3878,3878,completed,info,Extract,,2026-01-21 13:21:05
1097,DEPOSITS_1096,TGT_DEPOSITS_1096,41344,40564,warning,high,Validate,,2026-01-21 13:21:05
1098,ANAMBANK_1097,TGT_ANAMBANK_1097,43694,43121,warning,medium,Reconcile,,2026-01-21 13:21:05
1099,LOGS_1098,TGT_LOGS_1098,89302,84165,failed,low,Load,Null value in non-nullable column,2026-01-21 13:21:05
1100,REPORTS_1099,TGT_REPORTS_1099,28002,25570,warning,info,Extract,,2026-01-21 13:21:05
1101,TRANSACTIONS_1100,TGT_TRANSACTIONS_1100,89173,89173,completed,info,Extract,,2026-01-21 13:21:05
1102,CARDS_1101,TGT_CARDS_1101,10610,10597,running,info,Reconcile,,2026-01-21 13:21:05
1103,CARDS_1102,TGT_CARDS_1102,12296,12296,completed,info,Load,,2026-01-21 13:21:05
1104,DEPOSITS_1103,TGT_DEPOSITS_1103,1084,1084,completed,info,Transform,,2026-01-21 13:21:05
1105,CONFIGS_1104,TGT_CONFIGS_1104,62392,59587,running,info,Validate,,2026-01-21 13:21:05
1106,ANAMBANK_1105,TGT_ANAMBANK_1105,37518,37452,running,info,Load,,2026-01-21 13:21:05
1107,CUSTOMERS_1106,TGT_CUSTOMERS_1106,79036,72868,warning,low,Extract,Data type mismatch in column transformation,2026-01-21 13:21:05
1108,SCHEDULES_1107,TGT_SCHEDULES_1107,99412,89987,warning,high,Transform,Duplicate key error during load,2026-01-21 13:21:05
1109,BATCHES_1108,TGT_BATCHES_1108,67902,67902,completed,info,Reconcile,,2026-01-21 13:21:05
1110,PRODUCTS_1109,TGT_PRODUCTS_1109,98944,98944,completed,info,Validate,,2026-01-21 13:21:05
1111,TRANSACTIONS_1110,TGT_TRANSACTIONS_1110,38929,37295,warning,medium,Extract,Null value in non-nullable column,2026-01-21 13:21:05
1112,ANAMBANK_1111,TGT_ANAMBANK_1111,61743,61743,completed,info,Validate,,2026-01-21 13:21:05
1113,NOTIFICATIONS_1112,TGT_NOTIFICATIONS_1112,39505,37325,running,info,Reconcile,,2026-01-21 13:21:05
1114,ACCOUNTS_1113,TGT_ACCOUNTS_1113,82890,82890,completed,info,Load,,2026-01-21 13:21:05
1115,NOTIFICATIONS_1114,TGT_NOTIFICATIONS_1114,88141,88141,completed,info,Load,,2026-01-21 13:21:05
1116,CONFIGS_1115,TGT_CONFIGS_1115,95222,95222,completed,info,Load,,2026-01-21 13:21:05
1117,DEPOSITS_1116,TGT_DEPOSITS_1116,69214,65469,pending,info,Validate,,2026-01-21 13:21:05
1118,LOGS_1117,TGT_LOGS_1117,53619,53619,completed,info,Transform,,2026-01-21 13:21:05
1119,CONFIGS_1118,TGT_CONFIGS_1118,50324,45738,failed,info,Reconcile,,2026-01-21 13:21:05
